Sample,Family,Count
P166,446655928|WP_000733274_1|1|1|blaZ|blaZ|hydrolase|2|BETA-LACTAM|BETA-LACTAM|penicillin-hydrolyzing_class_A_beta-lactamase_BlaZ,1.557479562
P166,446733577|WP_000810833_1|1|1|erm(A)|erm(A)|target_modification|2|MACROLIDE|MACROLIDE|23S_rRNA_(adenine(2058)-N(6))-methyltransferase_Erm(A),240.1114325
P166,447178610|WP_001255866_1|1|1|ant(6)-Ia|ant(6)-Ia|nucleotidyltransferase|2|STREPTOMYCIN|AMINOGLYCOSIDE|aminoglycoside_nucleotidyltransferase_ANT(6)-Ia,513.9682555
P166,447178612|WP_001255868_1|1|1|aadE|aadE|nucleotidyltransferase|2|STREPTOMYCIN|AMINOGLYCOSIDE|aminoglycoside_6-adenylyltransferase_AadE,10.81358867
P166,447207400|WP_001284656_1|1|1|blaI_of_Z|blaI_of_Z|regulation|2|BETA-LACTAM|BETA-LACTAM|penicillinase_repressor_BlaI,1.884047857
P166,488251003|WP_002322211_1|1|1|dfrF|dfrF|insensitivity|2|TRIMETHOPRIM|TRIMETHOPRIM|trimethoprim-resistant_dihydrofolate_reductase_DfrF,28.60676746
P166,488961139|WP_002872163_1|1|1|tet(O_M_O)|tet(O_M_O)||2|TETRACYCLINE|TETRACYCLINE|tetracycline_resistance_ribosomal_protection_mosaic_protein_Tet(O_M_O),350.4329014
P166,491439585|WP_005297378_1|1|1|cmx|cmx|efflux|2|CHLORAMPHENICOL|PHENICOL|chloramphenicol_efflux_MFS_transporter_Cmx,11.5883896
P166,493486205|WP_006440994_1|1|1|tetA(P)|tetA(P)|efflux|2|TETRACYCLINE|TETRACYCLINE|tetracycline_efflux_MFS_transporter_TetA(P),23.36219343
P166,494496960|WP_007286427_1|1|1|erm(Q)|erm(Q)|target_modification|2|MACROLIDE|MACROLIDE|23S_rRNA_(adenine(2058)-N(6))-methyltransferase_Erm(Q),0.439138974
P166,499327877|WP_011018369_1|1|1|erm(B)|erm(B)|target_modification|2|MACROLIDE|MACROLIDE|23S_rRNA_(adenine(2058)-N(6))-methyltransferase_Erm(B),2.748493345
P166,499413378|WP_011100845_1|1|1|erm(T)|erm(T)|target_modification|2|MACROLIDE|MACROLIDE|23S_rRNA_(adenine(2058)-N(6))-methyltransferase_Erm(T),26.95637703
P166,499446086|WP_011133550_1|1|1|erm(33)|erm(33)|target_modification|2|MACROLIDE|MACROLIDE|23S_rRNA_(adenine(2058)-N(6))-methyltransferase_Erm(33),70.08658029
P166,501454800|WP_012478245_1|1|1|tetB(P)|tetB(P)|target_protection|2|TETRACYCLINE|TETRACYCLINE|tetracycline_resistance_ribosomal_protection_protein_TetB(P),1.854142336
P166,501846383|WP_012655884_1|1|2|aac(6_)-Ie|aac(6_)-Ie|acetyltransferase|2|AMIKACIN_KANAMYCIN_TOBRAMYCIN|AMINOGLYCOSIDE|bifunctional_aminoglycoside_N-acetyltransferase_AAC(6_)-Ie_aminoglycoside_O-phosphotransferase_APH(2__)-Ia,275.1547226
P166,gb|AAC74149_2|ARO_3001216|mdtH__Escherichia_coli,3.244749087
P166,gb|ACT97371_1|ARO_3003097|CfxA6__uncultured_organism_,69.22131387
P166,gb|AIA35096_1|ARO_3005059|LptD__Klebsiella_pneumoniae,8.985459011
P166,gb|CAA79727_1|ARO_3000191|tet(Q)__Bacteroides_fragilis_,51.9159854
P170,0|WP_000977920_1|1|1|ompF|ompF|mutation|2|||outer_membrane_protein_F_OmpF,7.458652716
P170,0|WP_001157751_1|1|1|ompR|ompR|mutation|2|||two-component_system_response_regulator_OmpR,7.458652716
P170,0|WP_001181005_1|1|1|rpsJ|rpsJ|mutation|2|||30S_ribosomal_protein_S10,7.458652716
P170,0|WP_089631889_1|1|1|nfsA|nfsA|mutation|2|||nitroreductase_NfsA,1.292833137
P170,1028081053|WP_063840436_1|1|1|aadA21|aadA21|nucleotidyltransferase|2|STREPTOMYCIN|AMINOGLYCOSIDE|ANT(3__)-Ia_family_aminoglycoside_nucleotidyltransferase_AadA21,2.69340237
P170,1028082228|WP_063841495_1|1|1|aph(3_)-IIIa|aph(3_)-IIIa|phosphotransferase|2|AMIKACIN_KANAMYCIN|AMINOGLYCOSIDE|aminoglycoside_O-phosphotransferase_APH(3_)-IIIa,19.71570535
P170,1028083027|WP_063842183_1|1|1|aph(6)-Id|aph(6)-Id|phosphotransferase|2|STREPTOMYCIN|AMINOGLYCOSIDE|aminoglycoside_O-phosphotransferase_APH(6)-Id,5.703675607
P170,1028084269|WP_063843237_1|1|1|cfxA|cfxA|hydrolase|2|BETA-LACTAM|BETA-LACTAM|broad-spectrum_class_A_beta-lactamase_CfxA,19.39249706
P170,1028085790|WP_063844289_1|1|1|dfrA1|dfrA1|insensitivity|2|TRIMETHOPRIM|TRIMETHOPRIM|trimethoprim-resistant_dihydrofolate_reductase_DfrA1,2.69340237
P170,1028085842|WP_063844340_1|1|1|dfrA14|dfrA14|insensitivity|2|TRIMETHOPRIM|TRIMETHOPRIM|trimethoprim-resistant_dihydrofolate_reductase_DfrA14,1.701096234
P170,1028086397|WP_063844771_1|1|1|erm(F)|erm(F)|target_modification|2|MACROLIDE|MACROLIDE|23S_rRNA_(adenine(2058)-N(6))-methyltransferase_Erm(F),37.94184208
P170,1028086505|WP_063844879_1|1|1|erm(X)|erm(X)|target_modification|2|MACROLIDE|MACROLIDE|23S_rRNA_(adenine(2058)-N(6))-methyltransferase_Erm(X),50.02032972
P170,1028086515|WP_063844889_1|1|1|erm(X)|erm(X)|target_modification|2|MACROLIDE|MACROLIDE|23S_rRNA_(adenine(2058)-N(6))-methyltransferase_Erm(X),416.9386868
P170,1028086520|WP_063844894_1|1|1|erm(X)|erm(X)|target_modification|2|MACROLIDE|MACROLIDE|23S_rRNA_(adenine(2058)-N(6))-methyltransferase_Erm(X),6.925891808
P170,1028097903|WP_063854498_1|1|1|otr(A)|otr(A)|target_protection|2|TETRACYCLINE|TETRACYCLINE|tetracycline_resistance_ribosomal_protection_protein_Otr(A),23.27099647
P170,1028098264|WP_063854808_1|1|1|qnrS10|qnrS|target_protection|2|QUINOLONE|QUINOLONE|quinolone_resistance_pentapeptide_repeat_protein_QnrS10,0.646416569
P170,1028098403|WP_063854934_1|1|1|sat4|sat4|acetyltransferase|2|STREPTOTHRICIN|STREPTOTHRICIN|streptothricin_N-acetyltransferase_Sat4,19.39249706
P170,1028099431|WP_063855880_1|1|1|tet(40)|tet(40)|efflux|2|TETRACYCLINE|TETRACYCLINE|tetracycline_efflux_MFS_transporter_Tet(40),1.359287177
P170,1028099808|WP_063856080_1|1|1|tet(L)|tet(L)|efflux|2|TETRACYCLINE|TETRACYCLINE|tetracycline_efflux_MFS_transporter_Tet(L),2.02739742
P170,1028099835|WP_063856107_1|1|1|tet(M)|tet(M)|target_protection|2|TETRACYCLINE|TETRACYCLINE|tetracycline_resistance_ribosomal_protection_protein_Tet(M),601.1674089
P170,1028099865|WP_063856114_1|1|1|tet(M)|tet(M)|target_protection|2|TETRACYCLINE|TETRACYCLINE|tetracycline_resistance_ribosomal_protection_protein_Tet(M),688.4336457
P170,1028100269|WP_063856404_1|1|1|tet(O)|tet(O)|target_protection|2|TETRACYCLINE|TETRACYCLINE|tetracycline_resistance_ribosomal_protection_protein_Tet(O),310.279953
P170,1028100277|WP_063856412_1|1|1|tet(T)|tet(T)|target_protection|2|TETRACYCLINE|TETRACYCLINE|tetracycline_resistance_ribosomal_protection_protein_Tet(T),26.98086548
P170,1028100286|WP_063856421_1|1|1|tet(O_W_O)|tet(O_W_O)||2|TETRACYCLINE|TETRACYCLINE|tetracycline_resistance_ribosomal_protection_mosaic_protein_Tet(O_W_O),58.17749119
P170,1028100287|WP_063856422_1|1|1|tet(W)|tet(W)|target_protection|2|TETRACYCLINE|TETRACYCLINE|tetracycline_resistance_ribosomal_protection_protein_Tet(W),213.3174677
P170,1028100594|WP_063856729_1|1|1|vanR-O|vanR-O|re-structuring_of_the_cell_wall|2|VANCOMYCIN|GLYCOPEPTIDE|vancomycin_resistance_response_regulator_transcription_factor_VanR-O,2.585666275
P170,1061414|AAB09624_1|1|1|arsR_R46|arsR_R46||1|ARSENIC|ARSENIC|As(III)-sensing_metalloregulatory_transcriptional_repressor_ArsR,3.729326358
P170,1061415|AAB09625_1|1|1|arsD|arsD||1|ARSENITE|ARSENIC|arsenite_efflux_transporter_metallochaperone_ArsD,3.59120316
P170,1061418|AAB09628_1|1|1|arsC_gluta|arsC_gluta||1|ARSENATE|ARSENIC|glutaredoxin-dependent_arsenate_reductase,19.39249706
P170,1092525475|WP_070509550_1|1|1|mef(H)|mef(H)|efflux|2|ERYTHROMYCIN|MACROLIDE|macrolide_efflux_MFS_transporter_Mef(H),2.308630603
P170,1134531378|APX31177_1|1|1|LHR_kefB|LHR_kefB||1|||heat_resistance_system_K+_H+_antiporter_KefB-GI,1.284271329
P170,1196722489|WP_086259262_1|1|1|acrB|acrB|mutation|2|||multidrug_efflux_RND_transporter_permease_subunit_AcrB,29.08874559
P170,1236597042|WP_094970923_1|1|1|basR|basR|mutation|2|||two-component_system_response_regulator_BasR,7.458652716
P170,12513986|AAG55323_1|1|1|iha|iha||1|||bifunctional_siderophore_receptor_adhesin_Iha,9.696248531
P170,1327477942|WP_101982161_1|1|1|parC|parC|mutation|2|||DNA_topoisomerase_IV_subunit_A_ParC,9.696248531
P170,1359448069|WP_105796499_1|1|1|blaPEN-A2|blaPEN-A|hydrolase|2|BETA-LACTAM|BETA-LACTAM|class_A_beta-lactamase_PEN-A2,0.646416569
P170,147096|AAA24293_1|1|1|papG-II|papG-II||1|||P_fimbria_tip_G-adhesin_PapG-II,3.142302765
P170,147878|AAA24653_1|1|1|sta1|sta1||1|||heat-stable_enterotoxin_ST-I_group_a,1.140735121
P170,1509879089|WP_122634437_1|1|1|tet(W_N_W)|tet(W_N_W)||2|TETRACYCLINE|TETRACYCLINE|tetracycline_resistance_ribosomal_protection_mosaic_protein_Tet(W_N_W),106.6587338
P170,16128448|WP_000101737_1|1|1|acrR|acrR|mutation|2|||transcriptional_regulator_AcrR,2.709245913
P170,16131218|WP_000031783_1|1|1|tufA|tufA|mutation|2|||translation_elongation_factor_EF-Tu_1,19.39249706
P170,16131888|WP_000019358_1|1|1|soxS|soxS|mutation|2|||regulatory_protein_SoxS,1.346701185
P170,1787413|AAC74250_1|1|1|ariR|ariR||1|||biofilm_acid-resistance_regulator_AriR,0.554071345
P170,1789396|WP_001281881_1|1|1|parC|parC|mutation|2|||DNA_topoisomerase_IV_subunit_A_ParC,9.696248531
P170,1789666|AAC76298_1|1|1|acrF|acrF|efflux|1|EFFLUX|EFFLUX|multidrug_efflux_RND_transporter_permease_subunit_AcrF,7.458652716
P170,1790498|WP_000412428_1|1|1|soxR|soxR|mutation|2|||redox-sensitive_transcriptional_activator_SoxR,22.37595815
P170,1988761213|WP_204313008_1|1|1|tet(O_W)|tet(O_W)||2|TETRACYCLINE|TETRACYCLINE|tetracycline_resistance_ribosomal_protection_mosaic_protein_Tet(O_W),135.7474794
P170,20152201|BAB89353_1|1|1|fieF|fieF||1|||CDF_family_cation-efflux_transporter_FieF,3.729326358
P170,22001088|AAM88297_1|1|1|agg3B|agg3B||1|||aggregative_adherence_fimbria_3_minor_subunit_Agg3B,0.277829471
P170,222708687|ACM67145_1|1|1|iota-1|iota-1||1|IOTA|INTIMIN|intimin_type_iota,1.243108786
P170,224612960|CAQ77251_1|1|1|hlyA-alpha|hlyA-alpha||1|||RTX_toxin_hemolysin_HlyA,7.458652716
P170,2879920|BAA24823_1|1|1|arsB_pKW301|arsB_pKW301||1|ARSENITE|ARSENIC|arsenite_efflux_transporter_membrane_subunit_ArsB,9.696248531
P170,3818601|AAC69584_1|1|1|ybtQ|ybtQ||1|||yersiniabactin_ABC_transporter_ATP-binding_permease_protein_YbtQ,2.69340237
P170,389595513|AFK88558_1|1|1|sat_auto|sat_auto||1|||serine_protease_autotransporter_toxin_Sat,7.458652716
P170,4206624|AAD11743_1|1|1|silE|silE||1|SILVER|SILVER|silver-binding_protein_SilE,1.79560158
P170,42294|CAA43563_1|1|1|papH|papH||1|||P_fimbrial_minor_subunit_PapH,0.381742068
P170,42300|CAA43569_1|1|1|papF|papF||1|||P_fimbrial_tip_protein_PapF,1.691206139
P170,446117463|WP_000195318_1|1|1|parE|parE|mutation|2|||DNA_topoisomerase_IV_subunit_B_ParE,19.39249706
P170,446300587|WP_000378442_1|1|1|emrR|emrR|mutation|2|||multidrug_efflux_transporter_EmrAB_transcriptional_repressor_EmrR,1.40525341
P170,446733577|WP_000810833_1|1|1|erm(A)|erm(A)|target_modification|2|MACROLIDE|MACROLIDE|23S_rRNA_(adenine(2058)-N(6))-methyltransferase_Erm(A),181.1925231
P170,447178610|WP_001255866_1|1|1|ant(6)-Ia|ant(6)-Ia|nucleotidyltransferase|2|STREPTOMYCIN|AMINOGLYCOSIDE|aminoglycoside_nucleotidyltransferase_ANT(6)-Ia,48.48124266
P170,447178612|WP_001255868_1|1|1|aadE|aadE|nucleotidyltransferase|2|STREPTOMYCIN|AMINOGLYCOSIDE|aminoglycoside_6-adenylyltransferase_AadE,8.65238067
P170,447203987|WP_001281243_1|1|1|gyrA|gyrA|mutation|2|||DNA_gyrase_subunit_A_GyrA,1.701096234
P170,487566233|WP_001718014_1|1|1|fabG|fabG|mutation|2|||beta-ketoacyl-ACP_reductase_FabG,3.729326358
P170,488251003|WP_002322211_1|1|1|dfrF|dfrF|insensitivity|2|TRIMETHOPRIM|TRIMETHOPRIM|trimethoprim-resistant_dihydrofolate_reductase_DfrF,22.81470243
P170,488673313|WP_002602099_1|1|1|tet(32)|tet(32)|target_protection|2|TETRACYCLINE|TETRACYCLINE|tetracycline_resistance_ribosomal_protection_protein_Tet(32),3.729326358
P170,488961139|WP_002872163_1|1|1|tet(O_M_O)|tet(O_M_O)||2|TETRACYCLINE|TETRACYCLINE|tetracycline_resistance_ribosomal_protection_mosaic_protein_Tet(O_M_O),164.836225
P170,489103457|WP_003013318_1|1|1|aadS|aadS|nucleotidyltransferase|2|STREPTOMYCIN|AMINOGLYCOSIDE|aminoglycoside_6-adenylyltransferase_AadS,67.87373972
P170,490283234|WP_004179093_1|1|1|pmrB|pmrB|mutation|2|||two-component_system_sensor_histidine_kinase_PmrB,5.38680474
P170,492333460|WP_005812773_1|1|1|nimE|nimE|nitroimidazole_reductase|2|NITROIMIDAZOLE|NITROIMIDAZOLE|5-nitroimidazole_reductase_NimE,1.40525341
P170,492333575|WP_005812825_1|1|1|nimJ|nimJ|nitroimidazole_reductase|2|NITROIMIDAZOLE|NITROIMIDAZOLE|5-nitroimidazole_reductase_NimJ,542.9899177
P170,493602755|WP_006555379_1|1|1|blaACI-1|blaACI|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|extended-spectrum_class_A_beta-lactamase_ACI-1,2.783612019
P170,499446086|WP_011133550_1|1|1|erm(33)|erm(33)|target_modification|2|MACROLIDE|MACROLIDE|23S_rRNA_(adenine(2058)-N(6))-methyltransferase_Erm(33),29.08874559
P170,499589362|WP_011270145_1|1|1|sul2|sul2|insensitivity|2|SULFONAMIDE|SULFONAMIDE|sulfonamide-resistant_dihydropteroate_synthase_Sul2,1.469128565
P170,499845527|WP_011526261_1|1|1|tet(W)|tet(W)|target_protection|2|TETRACYCLINE|TETRACYCLINE|tetracycline_resistance_ribosomal_protection_protein_Tet(W),7.458652716
P170,501846383|WP_012655884_1|1|2|aac(6_)-Ie|aac(6_)-Ie|acetyltransferase|2|AMIKACIN_KANAMYCIN_TOBRAMYCIN|AMINOGLYCOSIDE|bifunctional_aminoglycoside_N-acetyltransferase_AAC(6_)-Ie_aminoglycoside_O-phosphotransferase_APH(2__)-Ia,265.0307932
P170,504719719|WP_014906821_1|1|1|arnC|arnC|mutation|2|||undecaprenyl-phosphate_4-deoxy-4-formamido-L-arabinose_transferase_ArnC,1.469128565
P170,557272689|WP_000623140_1|1|1|ptsI|ptsI|mutation|2|||phosphoenolpyruvate--protein_phosphotransferase_PtsI,11.18797907
P170,557273012|WP_000281668_1|1|1|cyaA|cyaA|mutation|2|||adenylate_cyclase_CyaA,19.39249706
P170,557273135|WP_000633668_1|1|1|uhpA|uhpA|mutation|2|||DNA-binding_response_regulator_UhpA,6.804384934
P170,557273138|WP_000879194_1|1|1|uhpT|uhpT|mutation|2|||hexose_phosphate_transporter_UhpT,7.458652716
P170,619129|CAA58526_1|1|1|pcoB|pcoB||1|COPPER|COPPER|copper-binding_protein_PcoB,0.673350592
P170,619132|CAA58529_1|1|1|pcoR|pcoR||1|COPPER|COPPER|copper_response_regulator_transcription_factor_PcoR,1.346701185
P170,674300809|WP_000357259_1|1|1|murA|murA|mutation|2|||UDP-N-acetylglucosamine_1-carboxyvinyltransferase_MurA,7.458652716
P170,696257482|WP_032835180_1|1|1|blaOXA-85|blaOXA-85_fam|hydrolase|2|BETA-LACTAM|BETA-LACTAM|oxacillin-hydrolyzing_class_D_beta-lactamase_OXA-85,15.51399765
P170,697410288|KGL71342_1|1|1|silF|silF||1|COPPER_SILVER|COPPER_SILVER|Cu(+)_Ag(+)_efflux_RND_transporter_periplasmic_metallochaperone_SilF,1.346701185
P170,73856581|AAZ89288_1|1|1|senB|senB||1|||enterotoxin_production-related_protein_TieB,1.346701185
P170,85675040|BAA15331_2|1|1|asr|asr||1|||acid_resistance_repetitive_basic_protein_Asr,3.729326358
P170,85676145|BAE77395_1|1|1|fieF|fieF||1|||CDF_family_cation-efflux_transporter_FieF,1.901225202
P170,85676543|BAE77793_1|1|1|arsR_K-12|arsR_K-12||1|ARSENIC|ARSENIC|As(III)-sensing_metalloregulatory_transcriptional_repressor_ArsR,4.972435144
P170,87081927|WP_000843414_1|1|1|marR|marR|mutation|2|||transcriptional_regulator_MarR,0.769543534
P170,gb|AAC74149_2|ARO_3001216|mdtH__Escherichia_coli,6.733505924
P170,gb|AAC75089_1|ARO_3003577|ugd__Escherichia_coli,3.878499412
P170,gb|AAC75135_2|ARO_3000792|mdtA__Escherichia_coli,7.458652716
P170,gb|AAC75314_1|ARO_3003578|PmrF__Escherichia_coli,0.673350592
P170,gb|AAC75429_1|ARO_3000833|evgS__Escherichia_coli,9.696248531
P170,gb|AAC76296_1|ARO_3000656|AcrS__Escherichia_coli,5.89425736
P170,gb|AAC76297_1|ARO_3000499|AcrE__Escherichia_coli,3.729326358
P170,gb|ACT97371_1|ARO_3003097|CfxA6__uncultured_organism_,170.5821501
P170,gb|ADP36409_1|ARO_3003730|Bbif_ileS_MUP__Bifidobacterium_bifidum,37.29326358
P170,gb|ANK04027_1|ARO_3003838|gadW__Escherichia_coli,1.182469333
P170,gb|BAA11236_1|ARO_3000206|emrK__Escherichia_coli_,1.675029853
P170,gb|BAA15221_2|ARO_3000263|marA__Escherichia_coli,6.464165687
P170,gb|BAA16547_1|ARO_3000027|emrA__Escherichia_coli,9.696248531
P170,gb|BAB35162_1|ARO_3000676|H-NS__Escherichia_coli,1.685176884
P170,gb|BAB36671_1|ARO_3000832|evgA__Escherichia_coli,1.901225202
P170,gb|BAE77778_1|ARO_3000508|gadX__Escherichia_coli,1.440036911
P170,gb|BAE77781_1|ARO_3000795|mdtE__Escherichia_coli,5.103288701
P170,gb|BAE77933_1|ARO_3000518|CRP__Escherichia_coli,7.458652716
P170,gb|BAE78082_1|ARO_3003550|mdtP__Escherichia_coli,7.699962069
P170,gb|BAE78083_1|ARO_3003549|mdtO__Escherichia_coli,10.77360948
P170,gb|BAE78084_1|ARO_3003548|mdtN__Escherichia_coli,7.458652716
P170,gb|BAE78116_1|ARO_3003576|eptA__Escherichia_coli,7.458652716
P170,gb|CAA79727_1|ARO_3000191|tet(Q)__Bacteroides_fragilis_,83.6539089
P170,gb|CAC41008_1|ARO_3004041|Kpne_acrA__Klebsiella_pneumoniae_,0.850548117
P174,0|WP_000642196_1_336_ftsI_I336IKYRI|1|1|ftsI|ftsI|mutation|2|||penicillin-binding_protein_PBP3_FtsI,17.94057084
P174,0|WP_001157751_1|1|1|ompR|ompR|mutation|2|||two-component_system_response_regulator_OmpR,8.970285418
P174,0|WP_001181005_1|1|1|rpsJ|rpsJ|mutation|2|||30S_ribosomal_protein_S10,17.94057084
P174,1028081033|WP_063840416_1|1|1|aadA17|ant(3__)-Ia|nucleotidyltransferase|2|SPECTINOMYCIN_STREPTOMYCIN|AMINOGLYCOSIDE|ANT(3__)-Ia_family_aminoglycoside_nucleotidyltransferase_AadA17,734.6663758
P174,1028081053|WP_063840436_1|1|1|aadA21|aadA21|nucleotidyltransferase|2|STREPTOMYCIN|AMINOGLYCOSIDE|ANT(3__)-Ia_family_aminoglycoside_nucleotidyltransferase_AadA21,249.4237695
P174,1028082228|WP_063841495_1|1|1|aph(3_)-IIIa|aph(3_)-IIIa|phosphotransferase|2|AMIKACIN_KANAMYCIN|AMINOGLYCOSIDE|aminoglycoside_O-phosphotransferase_APH(3_)-IIIa,18.85254985
P174,1028083901|WP_063842869_1|1|1|blaR1|blaR1|regulation|2|BETA-LACTAM|BETA-LACTAM|beta-lactam_sensor_signal_transducer_BlaR1,8.970285418
P174,1028084243|WP_063843211_1|1|1|catA7|catA7|acetyltransferase|2|CHLORAMPHENICOL|PHENICOL|type_A-7_chloramphenicol_O-acetyltransferase,7.846678239
P174,1028084269|WP_063843237_1|1|1|cfxA|cfxA|hydrolase|2|BETA-LACTAM|BETA-LACTAM|broad-spectrum_class_A_beta-lactamase_CfxA,14.1349952
P174,1028085759|WP_063844288_1|1|1|dfr1_rpt|dfr1_rpt|insensitivity|2|TRIMETHOPRIM|TRIMETHOPRIM|trimethoprim-resistant_repeat-containing_dihydrofolate_reductase_DfrA1,239.987636
P174,1028085790|WP_063844289_1|1|1|dfrA1|dfrA1|insensitivity|2|TRIMETHOPRIM|TRIMETHOPRIM|trimethoprim-resistant_dihydrofolate_reductase_DfrA1,349.8411313
P174,1028085842|WP_063844340_1|1|1|dfrA14|dfrA14|insensitivity|2|TRIMETHOPRIM|TRIMETHOPRIM|trimethoprim-resistant_dihydrofolate_reductase_DfrA14,14.32098198
P174,1028086394|WP_063844768_1|1|1|erm(C)|erm(C)|target_modification|2|MACROLIDE|MACROLIDE|23S_rRNA_(adenine(2058)-N(6))-methyltransferase_Erm(C),14.56428694
P174,1028086397|WP_063844771_1|1|1|erm(F)|erm(F)|target_modification|2|MACROLIDE|MACROLIDE|23S_rRNA_(adenine(2058)-N(6))-methyltransferase_Erm(F),43.94139814
P174,1028086451|WP_063844825_1|1|1|erm(T)|erm(T)|target_modification|2|MACROLIDE|MACROLIDE|23S_rRNA_(adenine(2058)-N(6))-methyltransferase_Erm(T),4.573086684
P174,1028086505|WP_063844879_1|1|1|erm(X)|erm(X)|target_modification|2|MACROLIDE|MACROLIDE|23S_rRNA_(adenine(2058)-N(6))-methyltransferase_Erm(X),236.9294434
P174,1028086515|WP_063844889_1|1|1|erm(X)|erm(X)|target_modification|2|MACROLIDE|MACROLIDE|23S_rRNA_(adenine(2058)-N(6))-methyltransferase_Erm(X),1119.49162
P174,1028086520|WP_063844894_1|1|1|erm(X)|erm(X)|target_modification|2|MACROLIDE|MACROLIDE|23S_rRNA_(adenine(2058)-N(6))-methyltransferase_Erm(X),2.776516915
P174,1028094339|WP_063851348_1|1|1|mecA|mecA|insensitivity|2|METHICILLIN|BETA-LACTAM|PBP2a_family_beta-lactam-resistant_peptidoglycan_transpeptidase_MecA,1.851011277
P174,1028097157|WP_063853854_1|1|1|mph(A)|mph(A)|phosphotransferase|2|MACROLIDE|MACROLIDE|Mph(A)_family_macrolide_2_-phosphotransferase,6.137563707
P174,1028097615|WP_063854312_1|1|1|msr(A)|msr(A)|target_protection|2|MACROLIDE|MACROLIDE|ABC-F_type_ribosomal_protection_protein_Msr(A),2.045854569
P174,1028097903|WP_063854498_1|1|1|otr(A)|otr(A)|target_protection|2|TETRACYCLINE|TETRACYCLINE|tetracycline_resistance_ribosomal_protection_protein_Otr(A),0.777424736
P174,1028097908|WP_063854503_1|1|1|qacB|qacB|efflux|2|QUATERNARY_AMMONIUM|QUATERNARY_AMMONIUM|quaternary_ammonium_compound_efflux_MFS_transporter_QacB,1.554849472
P174,1028098403|WP_063854934_1|1|1|sat4|sat4|acetyltransferase|2|STREPTOTHRICIN|STREPTOTHRICIN|streptothricin_N-acetyltransferase_Sat4,7.288356902
P174,1028099808|WP_063856080_1|1|1|tet(L)|tet(L)|efflux|2|TETRACYCLINE|TETRACYCLINE|tetracycline_efflux_MFS_transporter_Tet(L),15.79585714
P174,1028099835|WP_063856107_1|1|1|tet(M)|tet(M)|target_protection|2|TETRACYCLINE|TETRACYCLINE|tetracycline_resistance_ribosomal_protection_protein_Tet(M),244.8887919
P174,1028099865|WP_063856114_1|1|1|tet(M)|tet(M)|target_protection|2|TETRACYCLINE|TETRACYCLINE|tetracycline_resistance_ribosomal_protection_protein_Tet(M),489.7775838
P174,1028100269|WP_063856404_1|1|1|tet(O)|tet(O)|target_protection|2|TETRACYCLINE|TETRACYCLINE|tetracycline_resistance_ribosomal_protection_protein_Tet(O),139.9364525
P174,1028100286|WP_063856421_1|1|1|tet(O_W_O)|tet(O_W_O)||2|TETRACYCLINE|TETRACYCLINE|tetracycline_resistance_ribosomal_protection_mosaic_protein_Tet(O_W_O),34.98411313
P174,1028100287|WP_063856422_1|1|1|tet(W)|tet(W)|target_protection|2|TETRACYCLINE|TETRACYCLINE|tetracycline_resistance_ribosomal_protection_protein_Tet(W),1002.87791
P174,1028100594|WP_063856729_1|1|1|vanR-O|vanR-O|re-structuring_of_the_cell_wall|2|VANCOMYCIN|GLYCOPEPTIDE|vancomycin_resistance_response_regulator_transcription_factor_VanR-O,4.664548417
P174,1028104593|WP_063859914_1|1|1|blaCMY-93|blaCMY|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|class_C_beta-lactamase_CMY-93,11.66137104
P174,1061418|AAB09628_1|1|1|arsC_gluta|arsC_gluta||1|ARSENATE|ARSENIC|glutaredoxin-dependent_arsenate_reductase,11.66137104
P174,1092525475|WP_070509550_1|1|1|mef(H)|mef(H)|efflux|2|ERYTHROMYCIN|MACROLIDE|macrolide_efflux_MFS_transporter_Mef(H),1.247205459
P174,115500641|BAF33872_1|1|1|capU|capU||1|||putative_hexosyltransferase_CapU,1.855218121
P174,115500647|BAF33878_1|1|1|aggR|aggR||1|||aggregative_adherence_transcriptional_regulator_AggR,2.911135917
P174,1359448069|WP_105796499_1|1|1|blaPEN-A2|blaPEN-A|hydrolase|2|BETA-LACTAM|BETA-LACTAM|class_A_beta-lactamase_PEN-A2,6.996822626
P174,1509879089|WP_122634437_1|1|1|tet(W_N_W)|tet(W_N_W)||2|TETRACYCLINE|TETRACYCLINE|tetracycline_resistance_ribosomal_protection_mosaic_protein_Tet(W_N_W),431.4707286
P174,151181|AAA25803_1|1|1|copR|copR||1|COPPER|COPPER|heavy_metal_response_regulator_transcription_factor_CopR,1.554849472
P174,16128448|WP_000101737_1|1|1|acrR|acrR|mutation|2|||transcriptional_regulator_AcrR,1.943561841
P174,16131218|WP_000031783_1|1|1|tufA|tufA|mutation|2|||translation_elongation_factor_EF-Tu_1,11.66137104
P174,16131888|WP_000019358_1|1|1|soxS|soxS|mutation|2|||regulatory_protein_SoxS,1.619634867
P174,1790794|AAC77293_1|1|1|mdtM|mdtM||1|EFFLUX|EFFLUX|multidrug_efflux_MFS_transporter_MdtM,2.379871642
P174,1988761213|WP_204313008_1|1|1|tet(O_W)|tet(O_W)||2|TETRACYCLINE|TETRACYCLINE|tetracycline_resistance_ribosomal_protection_mosaic_protein_Tet(O_W),373.1638734
P174,218434398|CAR15326_1|1|1|air|air||1|||inverse_autotransporter_adhesin_EaeX_Air,11.66137104
